trial_id,pt_test_acc,pt_uniform_accuracy,pt_gaussian_accuracy,pt_saltandpepper_accuracy,pt_spatial_accuracy,tf_test_acc,tf_uniform_accuracy,tf_gaussian_accuracy,tf_saltandpepper_accuracy,tf_spatial_accuracy,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.epochs,config.batch_size
b16fb6ce,0.9251150880989275,0.9167460752018414,0.9177177620934417,0.9157259340119888,0.00267115156311833,0.04670000076293945,0.047099022860795724,0.04720556451858392,0.04362408866423734,0.0,0.3862604687775874,0.01167440414428711,True,,,2,33b8bd4e5323423aa60be01abd848ce2,2020-11-13_21-30-09,1605303009,302.875874042511,126570,thetagpu13,140.221.68.23,302.875874042511,0,2,"5_batch_size=266,dropout=0.20457,epochs=83,learning_rate=0.061075",0.06107451316091927,0.20457400897407993,83,266
b17154e8,0.9782651019723791,0.977882741040636,0.9779502174239016,0.9760233918128657,0.0,0.04670000076293945,0.04556905083220872,0.04557654820812714,0.04214275003748689,0.0,0.40901098020905446,0.00934457778930664,True,,,2,8ba7656215fd41ee919f8f0b8eb23d01,2020-11-13_21-29-31,1605302971,265.277884721756,126666,thetagpu13,140.221.68.23,265.277884721756,0,2,"6_batch_size=270,dropout=0.38699,epochs=62,learning_rate=0.0068144",0.0068143524781982805,0.3869867703058684,62,270
b172ee0c,0.9612269794068685,0.9603742772906536,0.9602705134586669,0.9580930045564191,0.0,0.04670000076293945,0.04689876325764828,0.04678485277788414,0.04347876861814143,0.0,0.40238271601292214,0.01074981689453125,True,,,2,8f65e1d2ba564541823e46ba32532530,2020-11-13_21-29-12,1605302952,245.53113198280334,126623,thetagpu13,140.221.68.23,245.53113198280334,0,2,"7_batch_size=245,dropout=0.62875,epochs=48,learning_rate=0.015424",0.015423546172339455,0.6287461491127055,48,245
b176b014,0.9765964007895925,0.9764816159577494,0.9765300084738989,0.9743945821595069,0.0,0.04670000076293945,0.04690181830854611,0.04686583170162479,0.043566806862911076,0.0,0.4088037065016769,0.009917497634887695,True,,,2,2c267b812595425e92b5ba02f423583a,2020-11-13_21-34-56,1605303296,590.118604183197,127055,thetagpu13,140.221.68.23,590.118604183197,0,2,"8_batch_size=109,dropout=0.33513,epochs=96,learning_rate=0.0038988",0.0038987609808602427,0.33513295001228904,96,109
b17ae030,0.9200892803214845,0.9104014041514041,0.9117445054945056,0.9104014041514041,0.0001984126984126977,0.04670000076293945,0.046943681318681305,0.04714972527472526,0.04367750305250305,0.0,0.38373059172260604,0.010957717895507812,True,,,2,de23fc4ad2074bfd9b9dc913538634d1,2020-11-13_21-34-14,1605303254,299.55399894714355,126662,thetagpu13,140.221.68.23,299.55399894714355,0,2,"9_batch_size=240,dropout=0.36231,epochs=74,learning_rate=0.046095",0.04609528610337829,0.3623143469810147,74,240
45bc2858,0.7757408093617584,0.7706601739077045,0.7712280984504869,0.7690724794511086,0.004190362167015867,0.04670000076293945,0.04675400425175942,0.04677271122571932,0.04324668646727912,0.0,0.32743653260457717,0.010396957397460938,True,,,2,c326d9dffbbb4e5f81962554a26cdda3,2020-11-13_21-49-50,1605304190,1215.5478065013885,126917,thetagpu13,140.221.68.23,1215.5478065013885,0,2,"10_batch_size=39,dropout=0.35248,epochs=59,learning_rate=0.04462",0.044620485485708176,0.3524775367422134,59,39
281117d4,0.3050088524012952,0.3011384653983933,0.30141616603710464,0.30321666332496666,0.049262645833042934,0.04670000076293945,0.0463363351449994,0.04650895986636058,0.04284122063905458,0.0,0.14424293094081567,0.011308908462524414,True,,,2,6a0e9487f83a42e584aa2e40e9535755,2020-11-13_21-52-46,1605304366,172.31705164909363,126827,thetagpu13,140.221.68.23,172.31705164909363,0,2,"1_batch_size=277,dropout=0.76455,epochs=11,learning_rate=0.08796",0.08795996359530456,0.7645480347384255,11,277
281902b4,0.6078748037530617,0.6007974481658692,0.6015445957551221,0.6033465218991535,0.022129186602870835,0.04670000076293945,0.04655533063427802,0.04668568273831433,0.043307569623359105,0.0,0.2618941139934968,0.01126861572265625,True,,,2,6760ede76a4640449102c976fced3cc1,2020-11-13_22-01-42,1605304902,708.2765040397644,126849,thetagpu13,140.221.68.23,708.2765040397644,0,2,"2_batch_size=57,dropout=0.62317,epochs=22,learning_rate=0.050694",0.05069356204642057,0.6231731642916035,22,57
281ca504,0.41460150726062733,0.41046101994753864,0.4108270298298054,0.41210043921185874,0.013283108643933382,0.04670000076293945,0.04638412737143903,0.0463917525773196,0.042998535960470936,0.0,0.18437475215659324,0.010350465774536133,True,,,2,b856f58f67454b2da5e28f9eac427695,2020-11-13_21-57-19,1605304639,445.7135331630707,126790,thetagpu13,140.221.68.23,445.7135331630707,0,2,"3_batch_size=104,dropout=0.7394,epochs=35,learning_rate=0.055576",0.05557559992189777,0.7394045498311898,35,104
281e660a,0.7623043382490003,0.753666398973258,0.7547013431489967,0.7573290452351824,0.023308894247522412,0.04670000076293945,0.0463363351449994,0.04650895986636058,0.04284122063905458,0.0,0.32336965362673137,0.011362791061401367,True,,,2,d5b825a11b9a4e01a1e312662be5810f,2020-11-13_21-54-10,1605304450,256.08819699287415,127058,thetagpu13,140.221.68.23,256.08819699287415,0,2,"4_batch_size=277,dropout=0.81625,epochs=61,learning_rate=0.042115",0.042115106208025666,0.8162472920653198,61,277
282029c2,0.11655011593577373,0.11463527345235996,0.11478080152778947,0.11576120119384083,0.09534131439936477,0.04670000076293945,0.04685110435384257,0.04680514811949641,0.043425008165087375,0.0,0.07408499679104946,0.011281251907348633,True,,,2,773c52fb9c7a4fcdbeca7d9766f304be,2020-11-13_21-55-52,1605304552,358.5004913806915,126801,thetagpu13,140.221.68.23,358.5004913806915,0,2,"5_batch_size=121,dropout=0.76748,epochs=20,learning_rate=0.09935",0.09935029052372726,0.7674810909000012,20,121
