trial_id,pt_test_acc,tf_test_acc,pt_uniform_accuracy,tf_uniform_accuracy,pt_gaussian_accuracy,tf_gaussian_accuracy,pt_saltandpepper_accuracy,tf_saltandpepper_accuracy,pt_spatial_accuracy,tf_spatial_accuracy,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.epochs,config.batch_size
199b640e,0.8778738975524902,0.04670000076293945,0.8683174118956003,0.04774654517782053,0.8698494685425735,0.047693766350819074,0.8653375766489781,0.04406218687426439,0.0,0.0,0.36675808538054855,310.48514103889465,True,,,1,7d994d2544c94fada7154e22bfc9efc7,2020-11-06_16-03-08,1604700188,310.48514103889465,18300,iotagpu01,140.221.68.4,310.48514103889465,0,1,"1_batch_size=951,dropout=0.54049,epochs=73,learning_rate=0.088359",0.08835940507366576,0.5404930522573008,73,951
199be186,0.4508681578768624,0.04670000076293945,0.444605952462217,0.04701194419735203,0.4449854821490291,0.04711251514093433,0.4473209963714131,0.04358862180969026,0.05989093466890982,0.0,0.20320846054393477,434.0709035396576,True,,,1,1f11cbfa2c334664addabd4b23f235b3,2020-11-06_16-10-26,1604700626,434.0709035396576,18989,iotagpu01,140.221.68.4,434.0709035396576,0,1,"2_batch_size=563,dropout=0.83059,epochs=96,learning_rate=0.076155",0.07615499505852483,0.8305943939491826,96,563
199c254c,0.4078827271094689,0.04670000076293945,0.40071661792439295,0.04670892077797372,0.4013252756012057,0.04687079650986195,0.40470247308196494,0.04345747274070954,0.05320983662709457,0.0,0.18515741211356118,323.11538338661194,True,,,1,e587c9811083432fabfaafd7db8f61b5,2020-11-06_16-15-54,1604700954,323.11538338661194,19000,iotagpu01,140.221.68.4,323.11538338661194,0,1,"3_batch_size=771,dropout=0.88255,epochs=72,learning_rate=0.065137",0.06513731821601067,0.8825512070667197,72,771
199c579c,0.8015193740526835,0.04670000076293945,0.7898777272926272,0.04810650205515018,0.790994108587962,0.047934015741835236,0.7954104509249423,0.04441751164178707,0.02080766820117139,0.0,0.3385767359261098,382.3894901275635,True,,,1,04fee610ac444addbe1f19c00bf775ec,2020-11-06_16-22-21,1604701341,382.3894901275635,19022,iotagpu01,140.221.68.4,382.3894901275635,0,1,"4_batch_size=582,dropout=0.79147,epochs=85,learning_rate=0.053305",0.05330474114207495,0.7914736582295354,85,582
199c8370,0.7390744686126709,0.04670000076293945,0.7224662908930151,0.04730258068081343,0.7241862842617154,0.04732583628057766,0.7298274941055113,0.04411909630120836,0.012494013409961686,0.0,0.3113496065308413,287.997177362442,True,,,1,7a9d69e52719470a850509a564008f57,2020-11-06_16-27-14,1604701634,287.997177362442,19045,iotagpu01,140.221.68.4,287.997177362442,0,1,"5_batch_size=696,dropout=0.58335,epochs=59,learning_rate=0.097329",0.09732937031117411,0.5833452664196278,59,696
199cb34a,0.9227877537409465,0.04670000076293945,0.914751742334309,0.04734206208342838,0.916072268688767,0.04758676869972301,0.9115503842995926,0.044191230776964456,0.0,0.0,0.38509822113866704,368.7724688053131,True,,,1,b06ca3aed6ad40c28f9dd533c735049b,2020-11-06_16-33-27,1604702007,368.7724688053131,18975,iotagpu01,140.221.68.4,368.7724688053131,0,1,"6_batch_size=698,dropout=0.46666,epochs=80,learning_rate=0.075425",0.07542534791409658,0.46666284377809386,80,698
199cdd8e,0.5793970978778341,0.04670000076293945,0.5694003657103692,0.04695497310812959,0.5706191997899279,0.04703331797622442,0.5737436608487415,0.04340842545259699,0.04963057175804057,0.0,0.2526887613284804,377.2244122028351,True,,,1,e52a1e242f8a485a89ea086479f4b504,2020-11-06_16-39-49,1604702389,377.2244122028351,19004,iotagpu01,140.221.68.4,377.2244122028351,0,1,"7_batch_size=439,dropout=0.72833,epochs=74,learning_rate=0.086929",0.08692920603399348,0.7283304469284779,74,439
199d115a,0.41806549454728764,0.04670000076293945,0.4132383909111786,0.04671510918342441,0.41374173668011327,0.04681873919467566,0.4154631864314735,0.04321949197463196,0.021651270207852194,0.0,0.18656134198935767,305.3402409553528,True,,,1,2c366485a7514061b0b6a0d3f38e975e,2020-11-06_16-44-59,1604702699,305.3402409553528,19018,iotagpu01,140.221.68.4,305.3402409553528,0,1,"8_batch_size=433,dropout=0.76624,epochs=52,learning_rate=0.086697",0.08669737325569815,0.7662367602521738,52,433
199d3cb6,0.8924243775281039,0.04670000076293945,0.8862989647586917,0.04677120017548467,0.8867280037002712,0.046833793335770986,0.8871218689630176,0.0434642348437817,0.0016076769431898619,0.0,0.3737950121011251,320.3658320903778,True,,,1,084e2100cb0f4e97b8401b52215126aa,2020-11-06_16-50-24,1604703024,320.3658320903778,19041,iotagpu01,140.221.68.4,320.3658320903778,0,1,"9_batch_size=458,dropout=0.76295,epochs=55,learning_rate=0.038969",0.038968951329303475,0.7629451572034065,55,458
199d6560,0.6834401828902108,0.04670000076293945,0.6743497338126493,0.04745808326370985,0.6750411779184159,0.047530368182542096,0.6788130880202491,0.04414160008789164,0.042491502529865714,0.0,0.2939965737468474,312.06019616127014,True,,,1,18b0b3120fe04e258a7a4e64c8e3dec9,2020-11-06_16-55-41,1604703341,312.06019616127014,18927,iotagpu01,140.221.68.4,312.06019616127014,0,1,"10_batch_size=748,dropout=0.77624,epochs=64,learning_rate=0.074816",0.07481587566395953,0.7762371129370162,64,748
