trial_id,pt_test_acc,tf_test_acc,pt_uniform_accuracy,tf_uniform_accuracy,pt_gaussian_accuracy,tf_gaussian_accuracy,pt_saltandpepper_accuracy,tf_saltandpepper_accuracy,pt_spatial_accuracy,tf_spatial_accuracy,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.epochs,config.batch_size
beb47764,0.8078670186154983,0.1137000024318695,0.7958550587835747,0.11408849071977238,0.7975494833695066,0.11375146084924037,0.8005127420300774,0.10831314186397943,0.0075175765670506545,0.0,0.3659154975230569,319.2192232608795,True,,,1,c5f5fa1f00854a92ab71035aa64f200c,2020-11-05_00-45-39,1604558739,319.2192232608795,6829,iotagpu01,140.221.68.4,319.2192232608795,0,1,"1_batch_size=604,dropout=0.68252,epochs=70,learning_rate=0.068765",0.0687651161082997,0.6825205378536447,70,604
beb4ea96,0.48484783122936886,0.10180000215768814,0.4782142736374842,0.10124834724702846,0.4786085263096412,0.10115659405312923,0.481444037297652,0.09493799892133427,0.03683611077808416,0.0,0.23590937216314106,296.0632219314575,True,,,1,e54b8efc98f141d0836388d20c5874a0,2020-11-05_00-50-40,1604559040,296.0632219314575,7083,iotagpu01,140.221.68.4,296.0632219314575,0,1,"2_batch_size=878,dropout=0.80552,epochs=72,learning_rate=0.088111",0.08811119031236071,0.8055242933028517,72,878
beb52934,0.9083895087242126,0.08889999985694885,0.9006138150426728,0.09013411438261137,0.901356559272391,0.0900640441722606,0.8988830808470086,0.08636433706573986,0.0,0.0,0.3964705459363846,269.76243019104004,True,,,1,9951efe1ad3248c6ac92925c0dbe8ea0,2020-11-05_00-55-15,1604559315,269.76243019104004,7010,iotagpu01,140.221.68.4,269.76243019104004,0,1,"3_batch_size=998,dropout=0.64244,epochs=56,learning_rate=0.059671",0.05967061456763163,0.6424352169429881,56,998
beb553a0,0.8015539187651414,0.08669999986886978,0.7907321665403563,0.08783682539277697,0.7917500892674965,0.08773731035211473,0.7931738147462617,0.08217756215932609,0.01132205617658204,0.0,0.35329837432689254,367.648695230484,True,,,1,65ca788ce4184d109e7745853d17573f,2020-11-05_01-01-27,1604559687,367.648695230484,6992,iotagpu01,140.221.68.4,367.648695230484,0,1,"4_batch_size=812,dropout=0.78041,epochs=86,learning_rate=0.063923",0.06392279201293632,0.7804143906713189,86,812
beb5801e,0.8929701894521713,0.1168999969959259,0.8764358952950594,0.11704360819134751,0.8784066150014577,0.11729415150731444,0.8769153255230341,0.11119610499066412,0.0,0.0,0.39871618869569747,372.33038854599,True,,,1,fcdedec039a5451aaaf98051e334b970,2020-11-05_01-07-44,1604560064,372.33038854599,7060,iotagpu01,140.221.68.4,372.33038854599,0,1,"5_batch_size=857,dropout=0.46994,epochs=92,learning_rate=0.086177",0.08617669143315627,0.46994380412556686,92,857
beb5af8a,0.8769138207038244,0.1348000019788742,0.8663485281333626,0.13414696141222285,0.8678451532954682,0.13410920678919586,0.8684806539994055,0.1280130316196563,0.004564879564879572,0.0,0.40152222374968893,253.68492531776428,True,,,1,8d8d0ac87d5348e689d7abb475a0f1e3,2020-11-05_01-12-02,1604560322,253.68492531776428,7134,iotagpu01,140.221.68.4,253.68492531776428,0,1,"6_batch_size=858,dropout=0.73369,epochs=54,learning_rate=0.061376",0.06137614245981776,0.7336940302411579,54,858
beb5db9a,0.8863737061619759,0.026100000366568565,0.8759444803562451,0.02614423974718093,0.8772696257990376,0.026027975292681183,0.8775798139768728,0.024104000574588825,0.009226190476190462,0.0,0.3628770032751341,377.09201073646545,True,,,1,23f1632fcbed4b83861ac57f6e65ee8f,2020-11-05_01-18-24,1604560704,377.09201073646545,7138,iotagpu01,140.221.68.4,377.09201073646545,0,1,"7_batch_size=420,dropout=0.57861,epochs=70,learning_rate=0.062762",0.06276246253938333,0.5786077733079721,70,420
beb6049e,0.6317663391431173,0.10040000081062317,0.6222369820067294,0.10002418964683117,0.6231499020114305,0.09991075796960032,0.6275356079801235,0.09411303261639048,0.030728778026507475,0.0,0.29298655902113535,393.5391550064087,True,,,1,4f8e5f87870c46ec98037b54c96e74d4,2020-11-05_01-25-02,1604561102,393.5391550064087,7069,iotagpu01,140.221.68.4,393.5391550064087,0,1,"8_batch_size=885,dropout=0.84284,epochs=89,learning_rate=0.056045",0.05604544604854354,0.842835023978574,89,885
beb637f2,0.8893302361170451,0.10339999943971634,0.8748939757877194,0.10311020859680245,0.8763927436717903,0.10329644058541776,0.8764924021875362,0.09936074260801174,0.0,0.0,0.3926276748994039,258.5825779438019,True,,,1,3d524947c476417793b536ee5ad0535e,2020-11-05_01-29-25,1604561365,258.5825779438019,7123,iotagpu01,140.221.68.4,258.5825779438019,0,1,"9_batch_size=684,dropout=0.51803,epochs=54,learning_rate=0.079588",0.07958751466477926,0.5180279096667827,54,684
beb667b8,0.8511043588320414,0.09449999779462814,0.8373119212962963,0.09470894171415005,0.8389033564814815,0.09487958511396011,0.8402239880104463,0.08954697886989554,0.007330246913580242,0.0,0.374850937502648,400.20758843421936,True,,,1,d108ccb8c5be4d8fb282b55e63835766,2020-11-05_01-36-10,1604561770,400.20758843421936,7117,iotagpu01,140.221.68.4,400.20758843421936,0,1,"10_batch_size=432,dropout=0.4796,epochs=74,learning_rate=0.084283",0.08428319931416518,0.4796008018991833,74,432
