trial_id,robust_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.epochs,config.batch_size
22ce43b8,0.9157414750198255,1.3697519302368164,True,,,2,f42273efc3124e8a889782f2a9dfc734,2020-10-08_01-15-51,1602137751,364.89673233032227,183539,iotagpu02,140.221.68.6,364.89673233032227,0,2,"14_batch_size=776,dropout=0.44711,epochs=92,learning_rate=0.040772",0.04077180373160038,0.4471116509165414,92,776
22ce75c2,0.9330024813895782,1.322916030883789,True,,,2,51be3d9cbe6243fe869aafb5dc31db09,2020-10-08_01-16-18,1602137778,349.19379806518555,183506,iotagpu02,140.221.68.6,349.19379806518555,0,2,"15_batch_size=713,dropout=0.34239,epochs=85,learning_rate=0.034403",0.03440346748007001,0.3423917194350691,85,713
22ce9f5c,0.90739357729649,1.2979140281677246,True,,,2,8f1cb818a15c4ec18457df5b7d04167e,2020-10-08_01-14-56,1602137696,223.58608031272888,183486,iotagpu02,140.221.68.6,223.58608031272888,0,2,"16_batch_size=515,dropout=0.55241,epochs=53,learning_rate=0.041488",0.041488403329535906,0.5524128462214506,53,515
22cec98c,0.9901899719713485,1.4381260871887207,True,,,2,ff41ce2c9c5542199692527d2f14d914,2020-10-08_01-17-08,1602137828,340.5409662723541,183431,iotagpu02,140.221.68.6,340.5409662723541,0,2,"17_batch_size=988,dropout=0.20182,epochs=84,learning_rate=0.001425",0.0014249588540793357,0.20182480069034228,84,988
22cef9e8,0.7695961995249406,1.4383370876312256,True,,,2,53a4be03b2454b38be69cd82943ed2cd,2020-10-08_01-17-05,1602137825,299.78334736824036,183540,iotagpu02,140.221.68.6,299.78334736824036,0,2,"18_batch_size=842,dropout=0.37955,epochs=74,learning_rate=0.061569",0.0615686581515233,0.3795513853137774,74,842
22cf25ee,0.9078557564613341,1.3366379737854004,True,,,2,128cb478ca7e4f8ca34a9f443a00417f,2020-10-08_01-18-44,1602137924,366.6118583679199,183452,iotagpu02,140.221.68.6,366.6118583679199,0,2,"19_batch_size=753,dropout=0.41542,epochs=91,learning_rate=0.026408",0.02640811313689628,0.4154164809498376,91,753
22cf55dc,0.904036557501904,1.2477631568908691,True,,,2,30fd4b0d3f7344fea73c8c141bc3a5d7,2020-10-08_01-17-30,1602137850,234.8366150856018,183724,iotagpu02,140.221.68.6,234.8366150856018,0,2,"20_batch_size=505,dropout=0.61071,epochs=58,learning_rate=0.024316",0.024315980497415166,0.6107060030712005,58,505
1ec62f4a,0.6686885396562816,1.3835856914520264,True,,,2,84336b7437304f22ba2293da6ba3ff42,2020-10-08_01-20-24,1602138024,97.48758888244629,183451,iotagpu02,140.221.68.6,97.48758888244629,0,2,"1_batch_size=837,dropout=0.5455,epochs=23,learning_rate=0.096289",0.0962888563285511,0.5455045982715963,23,837
1ec66212,0.7608837970540099,1.246960163116455,True,,,2,95aa1637a76748399c52a189ab65341d,2020-10-08_01-22-23,1602138143,216.3777527809143,183606,iotagpu02,140.221.68.6,216.3777527809143,0,2,"2_batch_size=470,dropout=0.74565,epochs=52,learning_rate=0.052794",0.052794122200316575,0.7456510889721115,52,470
1ec68d1e,0.9174277375011769,1.3569107055664062,True,,,2,4283528117f64878accfba0845678093,2020-10-08_01-21-58,1602138118,191.77937698364258,183515,iotagpu02,140.221.68.6,191.77937698364258,0,2,"3_batch_size=817,dropout=0.57131,epochs=47,learning_rate=0.038119",0.03811917740133173,0.5713057222601691,47,817
1ec6b7f8,0.2556347244437982,1.2996718883514404,True,,,2,988ea64161b74acc8c8c942142bd6cdb,2020-10-08_01-19-47,1602137987,60.58047127723694,183649,iotagpu02,140.221.68.6,60.58047127723694,0,2,"4_batch_size=529,dropout=0.89402,epochs=13,learning_rate=0.093341",0.09334102136000781,0.894023418367456,13,529
1ec6e278,0.5176235867878519,1.308732271194458,True,,,2,1a0833c33e224846a5c88efaac2717a1,2020-10-08_01-20-47,1602138047,120.96426820755005,183528,iotagpu02,140.221.68.6,120.96426820755005,0,2,"5_batch_size=694,dropout=0.57602,epochs=29,learning_rate=0.094561",0.09456081357712305,0.5760242225315656,29,694
1ec70cbc,0.6090457426760323,1.269707441329956,True,,,2,6b30b4f9974446aabd9c8f309f3e4d60,2020-10-08_01-21-03,1602138063,136.9153606891632,183467,iotagpu02,140.221.68.6,136.9153606891632,0,2,"6_batch_size=449,dropout=0.78163,epochs=32,learning_rate=0.073344",0.07334429350770184,0.7816281628293457,32,449
1ec736e2,0.46792244640605296,1.4511184692382812,True,,,2,34695a68a30e45d5b730c1c16a835a61,2020-10-08_01-20-22,1602138022,95.35682725906372,183508,iotagpu02,140.221.68.6,95.35682725906372,0,2,"7_batch_size=976,dropout=0.85926,epochs=22,learning_rate=0.095734",0.09573444463559366,0.8592552695367235,22,976
1ec760cc,0.8716958716958717,1.3702442646026611,True,,,2,f4aa774b43ea4de3a40219c7ccb6b0f1,2020-10-08_01-22-48,1602138168,241.8370292186737,183463,iotagpu02,140.221.68.6,241.8370292186737,0,2,"8_batch_size=777,dropout=0.5285,epochs=59,learning_rate=0.044407",0.04440748785693314,0.5285041905899226,59,777
1ec79592,0.7690161999785431,1.3362541198730469,True,,,2,669fde9d847c4e5686edbf7ba5c7b366,2020-10-08_01-23-12,1602138192,203.7550504207611,183594,iotagpu02,140.221.68.6,203.7550504207611,0,2,"9_batch_size=717,dropout=0.78184,epochs=50,learning_rate=0.051294",0.05129397962661754,0.7818433475946596,50,717
1ec7bf72,0.6212225274725275,1.2398955821990967,True,,,2,5ef631948a6e42e683c8bfe3ac26d1e5,2020-10-08_01-23-35,1602138215,192.04691886901855,183561,iotagpu02,140.221.68.6,192.04691886901855,0,2,"10_batch_size=448,dropout=0.59095,epochs=46,learning_rate=0.097782",0.09778172526504708,0.5909545375532259,46,448
1ec7e97a,0.8122807017543859,1.2706806659698486,True,,,2,6cab15b320e5432daf4280c2974eada1,2020-10-08_01-21-48,1602138108,83.00448703765869,183648,iotagpu02,140.221.68.6,83.00448703765869,0,2,"11_batch_size=570,dropout=0.58312,epochs=19,learning_rate=0.06139",0.061390221198253894,0.5831220204397425,19,570
1ec812ce,0.7186720190951503,1.3155369758605957,True,,,2,7f147f7970954ae6926fc15c6adf7997,2020-10-08_01-24-39,1602138279,229.69202280044556,183572,iotagpu02,140.221.68.6,229.69202280044556,0,2,"12_batch_size=709,dropout=0.80113,epochs=57,learning_rate=0.057282",0.057282463181440355,0.8011261286142205,57,709
1ec83c2c,0.7754259163655137,1.424485206604004,True,,,2,22584d68ee014dc1859f8a4a95af32d1,2020-10-08_01-24-12,1602138252,187.44417762756348,183566,iotagpu02,140.221.68.6,187.44417762756348,0,2,"13_batch_size=894,dropout=0.52899,epochs=46,learning_rate=0.086512",0.08651161091138108,0.5289859816741164,46,894
1ec86544,0.6583575470255391,1.2611548900604248,True,,,2,3b3478bbda144fa39466687253509c18,2020-10-08_01-25-50,1602138350,239.74931001663208,183413,iotagpu02,140.221.68.6,239.74931001663208,0,2,"14_batch_size=503,dropout=0.85161,epochs=58,learning_rate=0.039139",0.03913941225570328,0.8516097819973074,58,503
1ec89582,0.7665068642405752,1.3344557285308838,True,,,2,9678d101e7a64579b13836f97e4a294d,2020-10-08_01-23-56,1602138236,116.48562788963318,183438,iotagpu02,140.221.68.6,116.48562788963318,0,2,"15_batch_size=706,dropout=0.6421,epochs=28,learning_rate=0.079102",0.07910170681255532,0.6420954905985606,28,706
1ec8bec2,0.8984816162630191,1.3179352283477783,True,,,2,2cf0f77210ae408eab0b89eff7e363b2,2020-10-08_01-26-12,1602138372,227.52595734596252,183499,iotagpu02,140.221.68.6,227.52595734596252,0,2,"16_batch_size=613,dropout=0.57342,epochs=56,learning_rate=0.05167",0.05167006528487835,0.573424351258972,56,613
1ec8e7e4,0.807121096725057,1.4045321941375732,True,,,2,dbd44090c4224e4e8a356032c7f47c05,2020-10-08_01-25-33,1602138333,163.0903971195221,183519,iotagpu02,140.221.68.6,163.0903971195221,0,2,"17_batch_size=808,dropout=0.64458,epochs=40,learning_rate=0.063971",0.06397097715412982,0.6445788555520098,40,808
1ec9157a,0.7969775795862752,1.2848715782165527,True,,,2,065bc4f012ea45bda5064aee596aabc8,2020-10-08_01-26-23,1602138383,188.55210661888123,183458,iotagpu02,140.221.68.6,188.55210661888123,0,2,"18_batch_size=621,dropout=0.72278,epochs=48,learning_rate=0.070778",0.07077817702259327,0.7227818764077618,48,621
1ec94568,0.7917099792099792,1.2677001953125,True,,,2,5300b271a1aa41d4970ac1004877cecc,2020-10-08_01-26-19,1602138379,161.97101831436157,183602,iotagpu02,140.221.68.6,161.97101831436157,0,2,"19_batch_size=592,dropout=0.71827,epochs=38,learning_rate=0.058137",0.058137181271773634,0.7182668525652767,38,592
1ec96ea8,0.5478512098230408,1.3039636611938477,True,,,2,664f903af0704e31b52bd0243f437449,2020-10-08_01-28-09,1602138489,250.81897854804993,183655,iotagpu02,140.221.68.6,250.81897854804993,0,2,"20_batch_size=639,dropout=0.55901,epochs=62,learning_rate=0.091515",0.09151460910201417,0.5590050104755244,62,639
6f1f41d8,0.870128394500625,1.3385586738586426,True,,,2,bf68299397f544bd94535ca75396ad2a,2020-10-08_01-30-31,1602138631,139.9141993522644,183583,iotagpu02,140.221.68.6,139.9141993522644,0,2,"1_batch_size=677,dropout=0.48742,epochs=34,learning_rate=0.057474",0.05747411559313622,0.487417837237544,34,677
6f1f8990,0.9007946260342427,1.4038901329040527,True,,,2,c3402b05184c46aba074753d23ec46ff,2020-10-08_01-32-40,1602138760,269.05400037765503,183414,iotagpu02,140.221.68.6,269.05400037765503,0,2,"2_batch_size=939,dropout=0.7073,epochs=65,learning_rate=0.023078",0.02307774862383435,0.7073017377201563,65,939
6f1fb51e,0.8695698241152787,1.3497774600982666,True,,,2,7f7790503a9949b38cd104d305a8da1f,2020-10-08_01-29-58,1602138598,107.27459597587585,183726,iotagpu02,140.221.68.6,107.27459597587585,0,2,"3_batch_size=726,dropout=0.63279,epochs=25,learning_rate=0.032047",0.03204746602298283,0.6327870631356313,25,726
6f1fdf58,0.9480431848852902,1.2735841274261475,True,,,2,0af764449b074d038e47b08edafc28f1,2020-10-08_01-31-38,1602138698,207.19027638435364,183471,iotagpu02,140.221.68.6,207.19027638435364,0,2,"4_batch_size=570,dropout=0.48841,epochs=51,learning_rate=0.038776",0.038776229162654906,0.488407105672947,51,570
6f200988,0.7153101136151984,1.3700294494628906,True,,,2,85a147c07a8541dd95294c453e528fc8,2020-10-08_01-30-19,1602138619,128.1227469444275,183427,iotagpu02,140.221.68.6,128.1227469444275,0,2,"5_batch_size=826,dropout=0.8259,epochs=31,learning_rate=0.055296",0.055296297445840685,0.8258974373694077,31,826
6f2033ae,0.8511558740029742,1.3125462532043457,True,,,2,cd77006ea3004f1193540eb0d99ff69c,2020-10-08_01-30-19,1602138619,127.64844179153442,183575,iotagpu02,140.221.68.6,127.64844179153442,0,2,"6_batch_size=569,dropout=0.71522,epochs=30,learning_rate=0.024353",0.0243532344324998,0.7152225868726569,30,569
