trial_id,pt_test_acc,pt_uniform_accuracy,pt_gaussian_accuracy,pt_saltandpepper_accuracy,pt_spatial_accuracy,tf_test_acc,tf_uniform_accuracy,tf_gaussian_accuracy,tf_saltandpepper_accuracy,tf_spatial_accuracy,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.epochs,config.batch_size
132378fa,0.8691820773525515,0.8642521687874012,0.8647749843027204,0.8609874549904536,0.0014992503748125926,0.8159999847412109,0.8096618357487922,0.8101462089468087,0.8073860505644613,0.002298850574712641,0.6706188866383925,0.010127067565917969,True,,,2,dcef7c03817045f18827f3b5de323c8b,2020-11-14_03-25-04,1605324304,1676.773204088211,201613,thetagpu16,140.221.68.26,1676.773204088211,0,2,"1_batch_size=29,dropout=0.20242,epochs=60,learning_rate=0.043077",0.04307705969054556,0.2024178712082233,60,29
1328729c,0.9403376153537205,0.9360862290077666,0.9364876751938374,0.9312886068755891,0.0,0.9466999769210815,0.94219610387631,0.9429849796528021,0.9411371024458006,0.0,0.7517218289326908,0.010727167129516602,True,,,2,ffa481f35ac9424fb78aa5665c02b5b6,2020-11-14_03-02-30,1605322950,323.15646958351135,201770,thetagpu16,140.221.68.26,323.15646958351135,0,2,"2_batch_size=206,dropout=0.20676,epochs=67,learning_rate=0.044523",0.044522950590962056,0.20675733216503683,67,206
132b2a6e,0.9298852848101266,0.923114958617332,0.9239137049659204,0.9218065360272639,0.00019778481012658228,0.9247999787330627,0.9164739532619277,0.9177291260954235,0.9159642770204479,0.0005933544303797469,0.737447895877201,0.009618282318115234,True,,,2,1d2765eb85cf4967bca990e1fb9d9895,2020-11-14_03-05-13,1605323113,486.5475776195526,201689,thetagpu16,140.221.68.26,486.5475776195526,0,2,"3_batch_size=128,dropout=0.29653,epochs=64,learning_rate=0.041513",0.0415126816346423,0.2965260402813892,64,128
132cbf28,0.8167965613680778,0.8116852671708786,0.8119850273627252,0.8062549960031974,0.0,0.8266000151634216,0.8218233105823035,0.8222383631556294,0.8156935989669805,0.0,0.6533077139773213,0.010712623596191406,True,,,2,9c74a7db8d324e918a8a6078fa7f7b9f,2020-11-14_03-33-40,1605324820,2193.4201905727386,201436,thetagpu16,140.221.68.26,2193.4201905727386,0,2,"4_batch_size=24,dropout=0.21288,epochs=93,learning_rate=0.046891",0.046890887606616936,0.2128831659117575,93,24
132e5d92,0.9656999998092651,0.9644692307692307,0.9646307692307693,0.9623923076923077,0.0,0.9693999886512756,0.9686846153846155,0.9687,0.966153846153846,0.0,0.773013075769131,0.00949406623840332,True,,,2,b538c2940f484909aab8388ec6e19c76,2020-11-14_03-06-55,1605323215,588.6579992771149,201639,thetagpu16,140.221.68.26,588.6579992771149,0,2,"5_batch_size=80,dropout=0.32416,epochs=47,learning_rate=0.012924",0.012924083272236736,0.32415618552474534,47,80
132ffee0,0.9761669303797469,0.9757028967867576,0.9757485394352483,0.9738011197663097,0.0,0.9758999943733215,0.9749954357351507,0.9751703992210321,0.9727513388510226,0.0,0.7800236654548589,0.012283086776733398,True,,,2,8df75cedd0274e3abebe3a00e0342c0f,2020-11-14_03-04-46,1605323086,458.9458849430084,201825,thetagpu16,140.221.68.26,458.9458849430084,0,2,"6_batch_size=128,dropout=0.44812,epochs=72,learning_rate=0.0063073",0.0063073099999071,0.44811791863274375,72,128
13317b6c,0.9537301616122326,0.9510927960927962,0.9514438339438341,0.9489667277167279,9.920634920634885e-05,0.9490000009536743,0.946340048840049,0.9465079365079365,0.9441422466422468,0.0,0.7591322958658704,0.008842229843139648,True,,,2,75294fee39c14dd6b2dfd81963329785,2020-11-14_03-05-53,1605323153,526.3880078792572,201394,thetagpu16,140.221.68.26,526.3880078792572,0,2,"7_batch_size=105,dropout=0.52391,epochs=69,learning_rate=0.018914",0.018914489407464496,0.5239089252007709,69,105
1333299e,0.9493689176283384,0.9464599224127355,0.9468705447607444,0.9443309261821057,0.0,0.9488999843597412,0.9455778643618934,0.9460730965948754,0.9438023788069159,0.0,0.7571383635107349,0.010885238647460938,True,,,2,b4b412f41c504c87a064a1f14cfcedad,2020-11-14_03-00-49,1605322849,222.04598236083984,201827,thetagpu16,140.221.68.26,222.04598236083984,0,2,"8_batch_size=264,dropout=0.39565,epochs=44,learning_rate=0.032957",0.03295663177789337,0.39564660624178194,44,264
1334acd8,0.9634896775950557,0.9613753562779049,0.9617438533480511,0.9586036652003668,0.0,0.9599000215530396,0.957751069520185,0.958020440329286,0.9553830227743272,0.0,0.7676267106598216,0.009168863296508789,True,,,2,d6f2805c113a46e29bc5e906b32dadfc,2020-11-14_03-07-43,1605323263,410.8354775905609,201377,thetagpu16,140.221.68.26,410.8354775905609,0,2,"9_batch_size=145,dropout=0.31904,epochs=78,learning_rate=0.021478",0.021477936470329084,0.31903688999388946,78,145
99576012,0.7670248298518425,0.7621602538606864,0.7625350406528939,0.7613741098813686,0.004673361837526111,0.8197000026702881,0.8101747921463045,0.8112549334179789,0.8125239022188908,0.008948990752709569,0.632037021729049,0.010847806930541992,True,,,2,314b470ab3c84432b8de40eba87e3c11,2020-11-14_03-14-05,1605323645,692.4229283332825,201649,thetagpu16,140.221.68.26,692.4229283332825,0,2,"10_batch_size=89,dropout=0.61125,epochs=70,learning_rate=0.038119",0.038118693243831506,0.6112502424202865,70,89
309f133a,0.5126404479930275,0.5063003229768458,0.5069447603451152,0.5093448156909127,0.014346786911097987,0.4666999876499176,0.46101817313378524,0.46151855979620615,0.4632168418019985,0.055699290360733296,0.395772998665964,0.009549856185913086,True,,,2,82008b9f51dc4ff99f8db67df35071f7,2020-11-14_03-39-50,1605325190,366.65156388282776,201430,thetagpu16,140.221.68.26,366.65156388282776,0,2,"1_batch_size=178,dropout=0.79218,epochs=30,learning_rate=0.053856",0.05385616056956738,0.7921841588662362,30,178
30a4451c,0.551348331126761,0.5445075367601638,0.5453898944308414,0.547727127434058,0.01396770525822024,0.593999981880188,0.585652132817038,0.5863126999497588,0.5896382833608464,0.0417068184019864,0.4600250511419862,0.009309768676757812,True,,,2,7b46b4af1d8f4b95b16640b130c526d6,2020-11-14_03-39-44,1605325184,360.33414244651794,201466,thetagpu16,140.221.68.26,360.33414244651794,0,2,"2_batch_size=214,dropout=0.51491,epochs=42,learning_rate=0.099588",0.09958797500973081,0.5149142758183871,42,214
30a5ee62,0.3740105861081527,0.37004951492180854,0.37034560310486875,0.3714867942943893,0.03110738706926217,0.397599995136261,0.3916200713834367,0.3920915393017497,0.394427441993764,0.06155641674023312,0.3154295350053926,0.009519815444946289,True,,,2,06eb850a083a4dd59c51c4dfa9c15378,2020-11-14_03-40-17,1605325217,393.31392121315,201585,thetagpu16,140.221.68.26,393.31392121315,0,2,"3_batch_size=194,dropout=0.77039,epochs=57,learning_rate=0.081395",0.08139522377628727,0.7703906668028437,57,194
30a77f0c,0.3187097194402114,0.3158516477748943,0.3159928717808759,0.31727301208438236,0.03708458421682446,0.3294999897480011,0.3253634761937829,0.3258566701494924,0.3279203654867585,0.03455062666638674,0.264810296354161,0.012198209762573242,True,,,2,3cd3256cbc9844c28ee164adb3d8fddb,2020-11-14_03-38-31,1605325111,287.3041136264801,201407,thetagpu16,140.221.68.26,287.3041136264801,0,2,"4_batch_size=218,dropout=0.71065,epochs=14,learning_rate=0.089145",0.08914511079781778,0.7106492898758126,14,218
30a90c3c,0.8125816425498651,0.7984400003033544,0.8000303591336201,0.8040444717463351,0.019346778566499058,0.8321999907493591,0.8208341865174164,0.8221444165737645,0.8260478522512684,0.019422261658286498,0.6555091960049768,0.010794639587402344,True,,,2,f391aa5aa18648b68290b349f5148048,2020-11-14_03-39-15,1605325155,330.8229956626892,201756,thetagpu16,140.221.68.26,330.8229956626892,0,2,"5_batch_size=207,dropout=0.48836,epochs=27,learning_rate=0.071979",0.07197929686880755,0.48835542414773103,27,207
30aa8e4a,0.10260775550504139,0.10263077613795961,0.10262310148197606,0.10260775217000898,0.0985171605307792,0.0982000008225441,0.09826149855332733,0.09826149855332733,0.09826149855332733,0.09816172802554124,0.10001327703338325,0.009916305541992188,True,,,2,3dcb871b20c6494d92eedd22c9cbe2df,2020-11-14_03-57-30,1605326250,1426.5826592445374,201630,thetagpu16,140.221.68.26,1426.5826592445374,0,2,"6_batch_size=39,dropout=0.86508,epochs=41,learning_rate=0.065145",0.06514459276434709,0.8650771225115415,41,39
30ac2368,0.3897682453577335,0.38497572447276585,0.3854081323016234,0.38711500531027154,0.03291420118343195,0.37209999561309814,0.3660749506903353,0.3664694280078895,0.3685992262175694,0.08764792899408284,0.3141072838148801,0.010063409805297852,True,,,2,5f9a9abb337d48a9b47fcbcb942cdf17,2020-11-14_03-40-03,1605325203,378.8900418281555,201768,thetagpu16,140.221.68.26,378.8900418281555,0,2,"7_batch_size=156,dropout=0.71565,epochs=17,learning_rate=0.081179",0.08117927860261334,0.7156508796883051,17,156
30adc6b4,0.40041388677699224,0.3945383480751026,0.39507179521049146,0.3974646866463787,0.059386214032538555,0.3977000117301941,0.39168990972042295,0.392192874162361,0.3941437665432118,0.07880368976069388,0.33014051826583873,0.011060714721679688,True,,,2,a72014a346084bfd856921bf1bf8b85a,2020-11-14_03-42-35,1605325355,530.9329442977905,201635,thetagpu16,140.221.68.26,530.9329442977905,0,2,"8_batch_size=103,dropout=0.54374,epochs=20,learning_rate=0.090582",0.09058209973955447,0.5437369059180635,20,103
30af7ce8,0.6849908696280586,0.6782359233686667,0.6788861335321512,0.6803156774395713,0.025172074729596865,0.6211000084877014,0.6145083038888348,0.6151134018390655,0.6171410202383654,0.036286697569883425,0.5251750110721896,0.010813713073730469,True,,,2,19faf56cc8ff41e9a1f9af6a57f5073c,2020-11-14_03-44-16,1605325456,342.40978026390076,201388,thetagpu16,140.221.68.26,342.40978026390076,0,2,"9_batch_size=226,dropout=0.77322,epochs=56,learning_rate=0.050401",0.050400863321918996,0.7732181349456538,56,226
ddc76c24,0.22362557769213853,0.2210645391759943,0.22116422019672796,0.22215381367858147,0.061485599024298704,0.24160000681877136,0.23994845453823785,0.2400481355589715,0.24038506642995808,0.06697391875410451,0.19784493318677843,0.011197566986083984,True,,,2,319bbcb7a1b04829b369b8b3a3753390,2020-11-14_03-53-43,1605326023,865.8310902118683,201653,thetagpu16,140.221.68.26,865.8310902118683,0,2,"10_batch_size=66,dropout=0.85391,epochs=43,learning_rate=0.040389",0.040388638654939704,0.8539099496636828,43,66
