trial_id,tf_test_acc,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.epochs,config.batch_size
a63e6d16,0.04670000076293945,0.04670000076293945,0.00846409797668457,True,,,2,048019baa68047cc910c1563396b6505,2020-11-13_08-34-11,1605256451,149.10360884666443,169470,thetagpu13,140.221.68.23,149.10360884666443,0,2,"1_batch_size=322,dropout=0.87752,epochs=80,learning_rate=0.015707",0.01570746890871143,0.8775166205992775,80,322
a643f42a,0.04670000076293945,0.04670000076293945,0.006372928619384766,True,,,2,9f399d060fc84a6f81af02da1f133b33,2020-11-13_08-34-30,1605256470,168.12567806243896,169392,thetagpu13,140.221.68.23,168.12567806243896,0,2,"2_batch_size=438,dropout=0.63914,epochs=94,learning_rate=0.03308",0.03308008866348352,0.6391434892432528,94,438
a645f66c,0.04670000076293945,0.04670000076293945,0.011640071868896484,True,,,2,f4030b2cf0f84182be0ac1bd8143101f,2020-11-13_08-33-19,1605256399,96.86243891716003,169586,thetagpu13,140.221.68.23,96.86243891716003,0,2,"3_batch_size=251,dropout=0.658,epochs=52,learning_rate=0.055897",0.05589662351104593,0.6579989531522167,52,251
a648cd1a,0.04670000076293945,0.04670000076293945,0.00893092155456543,True,,,2,e40bb4779d13482087350f498fde0803,2020-11-13_08-33-34,1605256414,112.49043846130371,169604,thetagpu13,140.221.68.23,112.49043846130371,0,2,"4_batch_size=467,dropout=0.81527,epochs=63,learning_rate=0.046952",0.04695246008697385,0.8152651925076926,63,467
a64b0026,0.04670000076293945,0.04670000076293945,0.006841421127319336,True,,,2,5e8d0451315248fb967174ccc7e7a364,2020-11-13_08-34-56,1605256496,194.64289546012878,169405,thetagpu13,140.221.68.23,194.64289546012878,0,2,"5_batch_size=219,dropout=0.50164,epochs=98,learning_rate=0.012926",0.012926013387593771,0.5016440762518614,98,219
a65045ea,0.04670000076293945,0.04670000076293945,0.007422208786010742,True,,,2,c32deb4e27d14ab3b4fb8f16802bc3ec,2020-11-13_08-34-46,1605256486,184.6789710521698,169466,thetagpu13,140.221.68.23,184.6789710521698,0,2,"6_batch_size=358,dropout=0.75949,epochs=99,learning_rate=0.020172",0.02017189463925783,0.7594906188708455,99,358
a652084e,0.04670000076293945,0.04670000076293945,0.008141040802001953,True,,,2,1c59f199e5fc4ab6a52a620d33e9f63c,2020-11-13_08-33-49,1605256429,127.05236434936523,169598,thetagpu13,140.221.68.23,127.05236434936523,0,2,"7_batch_size=384,dropout=0.47514,epochs=70,learning_rate=0.054433",0.0544327894313558,0.4751374749799785,70,384
a653df0c,0.04670000076293945,0.04670000076293945,0.008016824722290039,True,,,2,b46b2f04c2634a34b6c624295c14d67c,2020-11-13_08-34-18,1605256458,156.0001883506775,169474,thetagpu13,140.221.68.23,156.0001883506775,0,2,"8_batch_size=463,dropout=0.63681,epochs=92,learning_rate=0.0053634",0.005363441567687794,0.6368106401002048,92,463
a6560ea8,0.04670000076293945,0.04670000076293945,0.007067680358886719,True,,,2,436ee29f2ba544aeb7a3ea321b183ff9,2020-11-13_08-35-09,1605256509,107.80961298942566,169568,thetagpu13,140.221.68.23,107.80961298942566,0,2,"9_batch_size=350,dropout=0.73463,epochs=58,learning_rate=0.048469",0.04846853591807125,0.7346327516866051,58,350
e1f109cc,0.04670000076293945,0.04670000076293945,0.007233381271362305,True,,,2,327eb63795594a7e976055642c7befe6,2020-11-13_08-35-38,1605256538,120.95895409584045,169493,thetagpu13,140.221.68.23,120.95895409584045,0,2,"10_batch_size=204,dropout=0.47065,epochs=57,learning_rate=0.055346",0.055345563310630695,0.47065412900746323,57,204
