,pt_test_acc,pt_uniform_accuracy,pt_gaussian_accuracy,pt_saltandpepper_accuracy,pt_spatial_accuracy,tf_test_acc,tf_uniform_accuracy,tf_gaussian_accuracy,tf_saltandpepper_accuracy,tf_spatial_accuracy,average_res,rank
0,0.6574685986225421,0.6493753773698828,0.6501524574326771,0.6527538944571911,0.03793956043956045,0.6593999862670898,0.6492011834319527,0.650112909068953,0.6541691824658857,0.01951726844583988,0.5280090418001575,0
1,0.9000279038183151,0.890854248966281,0.8918418153305434,0.8908102140191259,0.0029414648494950364,0.9049999713897705,0.8933495626384069,0.8944889016268566,0.8956504031315288,0.0015687812530640118,0.7166533267023387,1
2,0.8658023115360376,0.8548638749603379,0.8559018018423163,0.8571495938859283,0.007405242131930241,0.8876000046730042,0.8775875562451125,0.8789249782015054,0.8804989669137578,0.007210367338984711,0.6972944697728914,2
3,0.6679105634490649,0.6599758147835071,0.6607894242509628,0.6625352211890673,0.024526862026862023,0.7293999791145325,0.7234860758899222,0.7240783788860711,0.7253240349394195,0.01468253968253968,0.5592708894211949,3
4,0.7745633308704083,0.7581696845664456,0.7595491687799379,0.765903516186917,0.03614420667052248,0.7839999794960022,0.7734237961768327,0.7749438685471074,0.7810378016046032,0.03093888567572781,0.6238674238574504,4
